author,year,title,journal,abstract
张成岗 and 夏子叶,2026,大模型迭代下高质量数据集建设：技术演进、现实挑战与策略趋向.,江苏行政学院学报(2): 129-139,大模型能力边界塑造、合规可信构建与高效迭代推进高度依赖数据支撑，如何建设供得出、留得动、用得好的高质量数据集，成为大模型技术迭代落地与构筑国家数字竞争优势的关键抓手。高质量数据集与大模型间存在着价值释放与反哺建设的互构机制，从发展趋向看，适配于未来大模型迭代的高质量数据集主要有更大规模与更高质量的数据集、行业场景数据集、多模态数据集与动态交互数据集。当前我国高质量数据集建设面临总量贫困化、质量管控不足、行业与场景类数据集稀缺、数据治理能力薄弱等现实困境，构建适配于大模型迭代的高质量数据集建设策略框架，从夯实数据供给根基、疏通数据治理堵点与提升数据应用价值三个维度建设高质量数据集乃当务之急。
张冬 and 徐凌,2026,生成式人工智能传播风险的小数据主义治理策略——基于复杂网络博弈仿真实验研究.,湖南师范大学社会科学学报 55(1): 144-156,生成式人工智能传播风险具体表现为生成式平台型媒体在数据依赖、算法依赖及其二者的交叠影响下形成并扩散的网络安全失守、人工智能失控和信息传播失序等。通过演化博弈理论构建平台、用户、政府三方主体博弈下的生成式人工智能传播风险治理模型，聚焦生成式人工智能传播风险演化的底层技术逻辑，围绕智能算法设计、平台程序开发以及内容生成配置，探寻小数据主义策略嵌入的技术锚点。最终，拟合本地部署中生成式平台型媒体结构性重塑的现实案例，提炼出基于过滤比阈值的算法理性强化、黑箱指数约束下的透明训练架构、泛化率控制导向的内容生成约束等具体的小数据主义策略。
"张峰, et al",2024,人工智能大模型为精准天气预报带来新突破.,科学通报 69(34): 5016-5019,"<正>天气预报不仅是国际科学前沿领域,也具有巨大的经济与社会价值.目前的数值天气预报(numerical weather prediction, NWP)范式可以追溯到20世纪50年代,通过求解描述大气运动的偏微分方程来推断未来大气状态,且针对未来几天的预报往往需要花费超级计算机的数百个核时.欧洲中期天气预报中心(European Centre for Medium-Range Weather Forecasts, ECMWF)的综合预报系统(Integrated Forecasting System, IFS)技巧在众多国家或机构的业务预报模式中脱颖而出,引领了NWP发展的风向标.世界气象组织将数值天气预报革命评价为20世纪最重要的科学、技术和社会进步之一."
张广胜,2023,生成式人工智能的国家安全风险及其对策.,人民论坛·学术前沿(14): 76-85,以ChatGPT为代表的生成式人工智能成为专用人工智能迈向通用人工智能的关键，拉开了强人工智能时代的序幕。生成式人工智能开创了“大模型”主导的内容生成时代，给政治安全、军事安全、网络安全、经济安全、社会安全等国家安全领域带来了诸多风险与挑战。为防控风险，应遵循人本逻辑制定防控生成式人工智能风险的“一体化”顶层战略，遵循法治逻辑健全防控风险的“全方位”制度体系，遵循共治逻辑构建防控风险的“同心圆”治理结构，遵循科技逻辑强化防控风险的“全周期”过程监管。
张贵鹏 and 孙毓忠,2026,大模型训练的混合并行技术综述.,计算机学报 49(1): 109-131,"在生成式人工智能的迅猛发展推动下,基于Transformer架构的大规模预训练模型呈现出参数规模的指数级增长。面对数百亿甚至千亿级参数模型的训练需求,传统的单模态并行方法在计算效率、内存占用和通信开销等方面面临严峻挑战,从而促使混合并行技术逐渐成为大规模分布式训练的主流范式。本文以Transformer架构的并行化特性为研究切入点,系统地分析了数据并行、张量并行、序列并行、流水线并行及专家并行的内在机制,揭示了不同并行策略之间的耦合关系与组合边界。通过整合算子内切分与算子间切分的数学模型,构建了混合并行策略的统一表示框架。该框架通过分离算子切分逻辑与并行拓扑映射,为现有研究提供了可扩展的理论分析工具。在方法论层面,基于该混合并行框架的理论推导,本文总结了基于计算图分解的自动并行搜索技术的发展路径。最后,结合当前技术瓶颈与新兴硬件架构,本文展望了从多模态计算协同与异构集群调度等方面的未来发展方向,为突破万亿参数模型训练的系统性挑战提供理论依据。"
张国启 and 段港回,2026,从“通用”到“垂直”:人工智能思政大模型的定制化应用.,河海大学学报(哲学社会科学版) 28(2): 21-29,加快人工智能思政大模型的定制化应用，是开辟思想政治教育发展新赛道、塑造思想政治教育发展新优势的应然之举。就其内涵而言，人工智能思政大模型是以通用大模型为基座，以强相关的数据或专业知识为训练参数，能够体现思想政治教育立场、观点和价值属性的专业智能体。正是由于人工智能思政大模型受训于高质量数据或强相关的专业知识，而通用大模型只受训于泛在的数据或通用知识，才造成了二者之间的显著差异。相较于通用大模型，人工智能思政大模型的表现更具专业性、准确性、可靠性和安全性。在定制路径的选择上，依托全架构通用大模型进行垂直领域增强的方案，因其具备定制门槛低、算力消耗少等优势，更契合思想政治教育精智化发展的现实要求，该方案主要通过抽取通用大模型中已有的思想政治教育知识、向通用大模型输入新增思想政治教育知识、基于思想政治教育混合专家评估的方式增强其在思政领域的现实表现。面向未来，人工智能思政大模型建设应着眼于“开发-部署-应用-反馈”的全流程体系，通过聚焦能力建设，增强人工智能思政大模型开发“效能”;通过明确应用场景，彰显其部署“效用”;通过锚定工具导向，规范其应用“效度”;通过注重风险防治，优化其反馈“效果”。
"张海宁, et al",2026,关于人工智能，我们了解多少.,红旗文稿(1): 27-31,党的二十届四中全会通过的《中共中央关于制定国民经济和社会发展第十五个五年规划的建议》提出：“全面实施‘人工智能+’行动，以人工智能引领科研范式变革，加强人工智能同产业发展、文化建设、民生保障、社会治理相结合，抢占人工智能产业应用制高点，全方位赋能千行百业。”这是推进人工智能与经济社会发展广泛深度融合、重塑生产生活范式、促进生产力革命性跃迁和生产关系深层次变革的重大战略部署。那么，到底什么是人工智能？它对我们的生活有着怎样的影响？未来又会如何发展？本刊邀请4位专家学者围绕这些问题进行阐释和解读，供读者参考。
"张浩然, et al",2026,大模型与智能优化算法集成研究综述.,控制与决策 41(4): 871-891,"大模型作为人工智能领域的一项突破性进展,在新一轮全球科技革命和产业变革中发挥着重要作用.智能优化算法凭借其在降本增效方面的优势,极大地推动了社会经济的稳步发展,两者的有机结合有望为应对复杂交叉的科学研究和工程实践注入新鲜血液.鉴于此,提出大模型与智能优化算法间相互赋能的综述.首先,从定义和分类两个方面介绍大模型和智能优化算法;然后,从大模型赋能智能优化算法和智能优化算法赋能大模型两条路线梳理最新研究进展:前者围绕代理辅助优化、自动优化建模、自动算法设计与生成、自动算法分析与改进、行业应用开展,后者基于参数优化、提示优化、联合优化进行,从通用基础和专用应用两个视角擘画两者的发展方向;最后,展望大模型与智能优化算法集成的机遇和挑战."
"张浩严, et al",2025,大语言模型研究现状.,无线电工程 55(1): 163-174,"随着深度学习技术的不断发展，大型语言模型(Large Language Models, LLM)在自然语言处理(Natural Language Processing, NLP)领域取得了显著成就。通用人工智能概念以及ChatGPT的爆火使得LLM进入了各行各业的视线，这些模型通常基于Transformer架构，能够处理和生成大量文本数据，表现出了强大的语言理解和生成能力。旨在以GPT系列、BERT系列和LLaMA系列为主线，概述LLM的发展现状和主要成果，介绍其主要的技术原理，分析其面临的诸多挑战和争议以及发展方向。"
"张鹤译, et al",2023,大语言模型融合知识图谱的问答系统研究.,计算机科学与探索 17(10): 2377-2388,"大语言模型（large language model,LLM），包括ChatGPT，在理解和响应人类指令方面表现突出，对自然语言问答影响深远。然而，由于缺少针对垂直领域的训练，LLM在垂直领域的表现并不理想。此外，由于对硬件的高要求，训练和部署LLM仍然具有一定困难。为了应对这些挑战，以中医药方剂领域的应用为例，收集领域相关数据并对数据进行预处理，基于LLM和知识图谱设计了一套垂直领域的问答系统。该系统具备以下能力：（1）信息过滤，过滤出垂直领域相关的问题，并输入LLM进行回答；（2）专业问答，基于LLM和自建知识库来生成更具备专业知识的回答，相比专业数据的微调方法，该技术无需重新训练即可部署垂直领域大模型；（3）抽取转化，通过强化LLM的信息抽取能力，利用生成的自然语言回答，从中抽取出结构化知识，并和专业知识图谱匹配以进行专业验证，同时可以将结构化知识转化成易读的自然语言，实现了大模型与知识图谱的深度结合。最后展示了该系统的效果，并通过专家主观评估与选择题客观评估两个实验，从主客观两个角度验证了系统的性能。"
"张宏玲, et al",2023,大语言模型对图书馆数字人文工作的挑战及应对思考.,图书馆杂志 42(11): 31-39+61,大语言模型是人工智能在大规模预训练语料语言模型领域突破性的应用，给传统的知识理解、处理与服务带来了极大的挑战。文章通过文献调研和专家访谈，运用扎根理论从ChatGPT的数字人文工具价值、大语言模型中的汉语语料库、图书馆的汉语语料库建设工作、大语言模型带来的数据伦理4个方面对专家访谈资料进行内容分析，探讨大语言模型带给图书馆数字人文工作的挑战；基于文献、场景应用及专家见解，文章从数据确权及版权保护、语言文化的差异及偏见、技术应用边界、标准规范4个方面详述了图书馆数字人文工作实践的深层应对思考。
"张洪广, et al",2024,大模型驱动的智能辅助决策原理与典型应用.,指挥与控制学报 10(6): 661-668,分析大模型技术赋能智能辅助决策的需求特点和技术路径，指出大模型技术在提高指挥决策效率、加强信息化与智能化作战能力等方面的潜在运用场景，探讨大模型驱动的智能辅助决策系统实现原理和关键技术，包括预期能力提升以及面向不同任务特性的设计思路，并针对典型任务域模型构建开展了提示机制数据设计和性能验证，最后，指出大模型技术在本场景应用过程中所面临的数据安全、可解释性等潜在风险挑战，分析未来发展方向。大模型技术在指挥与控制中具有巨大应用前景，但还需不断完善，构建可持续的科研与应用生态，助力未来精准、敏捷的智能化指挥控制体系能力生成。
"张洪忠, et al",2025,AI大模型驱动的全球互联网新生态——基于信息流的空间格局、用户版图与内容生产分析.,新闻与写作(12): 5-17,AI大模型迭代速度极快，正成为推进全球信息秩序变化的核心力量。本文通过整合PC、移动与AI互联网三阶段的数据，从信息流的空间、用户与内容生产三层面分析AI大模型驱动的全球互联网生态新特征。研究发现，在空间层面，全球信息流加速向北美集聚，而欧洲呈现出“高用户渗透率、低模型发展”的消费特征，亚太地区则表现为“高模型发展、低用户渗透率”特征。在用户层面，AI技术接入和AI素养可能影响全球劳动力市场分布，其中北美与欧洲优势显著，而非洲、中东等地区则明显滞后。在内容生产层面，大模型生成内容在规模与速度上已超越人类，并呈现多模态趋势，使内容竞争重心从内容质量转向模型能力与应用的综合较量。
张洪忠 and 任吴炯,2024,超越“第二自我”的人机对话——基于AI大模型应用的信任关系探讨.,新闻大学(3): 47-60+118-119,用户与大模型应用交互的本质是人与“众人”互动，超越了“第二自我”所定义的交互场景。本文主要讨论以下四个方面的问题。第一，分析了从大众媒体公信力到大模型应用信任的四个发展阶段，从时间维度考察了大模型信任的含义。第二，讨论了基于大模型应用的信任内涵、外延与生成模式的变化与特点。第三，分析大模型应用信任带来的三种人机关系。第四，提出了基于大模型应用信任的三个值得思考的问题：人机伴侣关系中对大模型“众我的平庸”信任对个体认知的影响；用户对大模型的信任是否会加重用户网络化的个人中心主义；公众对大模型的信任是否会影响整体的社会资本。
"张洪忠, et al",2023,乌合之众的超级节点?AI大模型使用的人机网络结构分析.,新闻界(10): 12-19,大模型超越“图灵测试”标准，使得机器开始具备接近“人”的行为特征，深刻影响人机混合的网络结构。本文分析大模型在信息传播网络中扮演中心节点角色：大模型及基于大模型的应用直接与大量用户建立“一对一”连接关系，进而推动网络结构向“再中心化”演变，成为一个超级节点。大模型通过学习网络“众人”知识提供新的经验数据，其本质是个体与算法支配下的“众人”互动。随着大模型深入传播实践，本文思考这种趋势是否会带来传受双方的乌合之众，并进一步从传受双方角度讨论了大模型网络结构的可能影响。
"张洪忠, et al",2025,是工具还是情感对话者？中美AI大模型话语竞争背景下的智能体应用比较.,传媒观察(3): 41-51,本文将中美有关AI大模型的话语竞争分为两个阶段：ChatGPT代表的美国领先话语竞争第一阶段、DeepSeek代表的中国挑战话语竞争第二阶段，而智能体将可能成为下一阶段的中美话语竞争点。在此背景下，选择中美有代表性的基座大模型进行比较发现：一方面，中美两国基于大模型的智能体都是工具类型占据多数；另一方面，我国大模型创建的情感类智能体比例明显高于美国，将智能体充当情感“对话者”的特征显现，两国在情感类智能体上的叙事方式也呈现不同，即中美两国在智能体应用上开始有不同的发展态势。最后，本文从宏观社会视角分析中美智能体应用的异同。
"张虎, et al",2025,基于vGPU性能干扰感知的大模型推理负载资源高效配置方法.,电子学报 53(11): 3836-3851,"人工智能（Artificial Intelligence,AI）技术的快速演进推动了开源大模型在多元化场景中的规模化应用.然而，随着图形处理器（Graphics Processing Unit,GPU）单卡性能的提升，在支持中小规模大模型推理负载时，GPU资源易出现闲置现象，导致整体算力利用率不足.为提升数据中心GPU资源使用效率，业界普遍采用时空共享或虚拟GPU(Virtual GPU,vGPU)技术实现算力复用，其中vGPU凭借细粒度资源划分与安全隔离特性，已成为数据中心向多租户、多任务提供GPU资源服务的主流方案.然而，GPU资源共享技术不可避免地引入任务负载之间的性能干扰，尤其是大模型推理负载所需资源具有动态性和突发性.在不考虑性能干扰的情况下，会导致推理负载延迟显著增加，甚至引发服务质量目标（Service Level Objective,SLO）违约，影响大模型服务的稳定性与用户体验.针对这一关键挑战，本文提出了一种基于vGPU性能干扰感知的大模型推理负载资源高效配置方法 .该方法首先通过大规模并发推理实验，构建了涵盖不同参数规模大模型、不同负载组合、不同负载强度下的多维性能表征数据集；在此基础上，建立了综合考虑推理模型特征、硬件支撑信息及系统监控指标的轻量化性能干扰预测模型，既保证了对关键性能指标的精准估计，也满足了资源配置决策的实时性需求.基于该预测模型，本文进一步设计了基于约束优化的经济型资源配置算法，以最小化GPU资源分配量为目标函数，以推理延迟不超过SLO阈值、吞吐量满足业务需求为约束条件，通过动态调整各负载的vGPU资源分配比例，实现了在满足推理负载质量约束的前提下GPU资源分配优化.实验部分构建了包含两类六种典型大模型的混合负载测试环境，并在NVIDIA A100和RTX6000硬件平台与HAMi vGPU方案上，与传统GPU配置策略进行了对比验证.实验结果表明，所提方法在严格满足SLO约束的前提下，相较主流方案可降低超过20%的GPU资源成本开销，验证了其在大模型推理场景下的有效性与经济性，为数据中心提升GPU资源利用效率、降低人工智能服务部署成本、促进开源大模型的规模化普及应用提供了重要技术支撑."
"张华平, et al",2023,ChatGPT中文性能测评与风险应对.,数据分析与知识发现 7(3): 16-25,【目的】简要介绍ChatGPT的主要技术创新，使用9个数据集在4个任务上测评ChatGPT的中文性能，分析ChatGPT潜在的风险以及中国应对策略建议。【方法】使用ChnSentiCorp数据集测试ChatGPT和WeLM模型，EPRSTMT数据集测试ChatGPT和ERNIE 3.0 Titan，发现ChatGPT在情感分析任务上与国产大模型差距不大；使用LCSTS和TTNews数据集测试ChatGPT和WeLM模型，ChatGPT均优于WeLM；使用CMRC2018和DRCD数据集进行抽取式的机器阅读理解，C3数据集进行常识性的机器阅读理解，发现ERNIE 3.0 Titan在该任务中优于ChatGPT；使用WebQA和CKBQA数据集进行中文闭卷问答测试，发现ChatGPT容易产生事实性错误，与国产模型差距较大。【结果】ChatGPT在自然语言处理的经典任务上表现较好，在情感分析上具有85%以上的准确率，在闭卷问答上出现事实性错误的概率较高。【局限】将判别式的任务转为生成式的过程中可能引入评估分数的误差。本文仅在零样本情况下评估ChatGPT，并不清楚其在其他情况下的表现。由于后续版本的迭代更新，ChatGPT评测结果具有一定的时效性。【结论】ChatGPT很强大但仍然存在一些缺点，研发中国化的大模型应以国家战略需求为导向，并且注意语言模型的风险和局限。
张辉 and 陈煜斌,2025,中国经济高质量发展的新引擎——以人工智能为例.,学海(6): 18-29+213,本文分析了人工智能推动我国经济高质量发展的路径，提出了驱动人工智能发展的对策。以技术突破为先导、以算力提升为动能、以数据资源为基础、以市场需求为牵引是人工智能的发展规律。充足的人才储备、丰富的应用场景、海量的数据资源是我国发展人工智能的显著优势。人工智能促进新质生产力培育，实现全要素生产率大幅提高;更新产业基础，推动现代化产业体系加速形成;提高创新效率，赋能创新驱动发展。展望未来，建议从大力培养和吸引人工智能人才、增加优质数据供给、推动现代化产业体系建设、加快实现人工智能产业链自主可控等四个方面着力，助推人工智能驱动中国经济高质量发展。
"张辉, et al",2025,面向生化实验的双臂机器人任务与运动规划方法:多模态大模型驱动的智能决策.,中国科学:技术科学 55(10): 1689-1704,"基于国家重大战略需求,推动自动化与机器人等新一代信息技术在药物发现与研发领域的深度融合,具有重要的科学意义与显著的经济价值.然而,目前大多数生化实验室机器人的操作仍依赖于预先定义的模式化流程,缺乏灵活且智能化的任务执行能力.针对这一局限,本文提出了一种结合多模态大模型与动态运动基元模型的创新方法,旨在实现生化实验室中双臂机器人的智能化操作.动态运动基元模型通过其高效的学习与执行能力,能够快速适配并完成常见的生化实验室双臂机器人操作任务,确保机器人在不同实验场景下的高效性与稳定性.与此同时,多模态大模型通过语言与视觉输入的联合推理能力,为动态运动基元模型提供了场景理解与任务规划支持,使其能够根据生化实验室的具体需求进行适应与优化.为验证所提方法的有效性,本文在双臂机器人自主执行pH实验的场景中进行了系统实验,结果表明该方法显著提升了机器人在复杂实验环境中的任务完成能力."
张慧敏,2025,DeepSeek-R1是怎样炼成的？.,深圳大学学报(理工版) 42(2): 226-232,"简述DeepSeek系列模型在大模型训练中的创新和优化．DeepSeek系列模型的突破主要体现在模型架构、算法创新、软硬件协同优化及整体训练效率的提升．DeepSeek-V3模型采用混合专家（mixture of experts, MoE）模型架构，通过细粒度设计和共享专家策略，实现计算资源的高效利用；MoE模型架构中的稀疏激活机制和无损负载均衡策略显著提高了模型训练的效率和性能；多头潜在注意力（multi-head latent attention, MLA）机制通过减少内存使用和加速推理过程，降低了模型训练和推理成本；通过引入多token预测（multi-token prediction, MTP）和8位浮点数（floating point 8-bit, FP8）混合精度训练技术，提升了模型的上下文理解能力和训练效率；采用优化并行线程执行（parallel thread execution, PTX）代码显著提高了图形处理器（graphics processing unit, GPU）的计算效率；所提群体相对策略优化（group relative policy optimization,GRPO）对DeepSeek-R1-Zero模型进行纯强化学习训练，跳过了传统的监督微调和人类反馈阶段，显著提升了模型的推理能力．总体而言，DeepSeek系列模型通过多项创新，在人工智能领域取得了显著优势，树立了行业新标杆．"
张吉豫 and 汪赛飞,2024,大模型数据训练中的著作权合理使用研究.,华东政法大学学报 27(4): 20-33,创建于文学艺术领域的著作权法在人工智能时代需要积极回应技术的发展需求，建构与社会技术发展相适应的合理使用规则。人工智能大模型训练过程中对作品的使用是一种技术过程中的附随性复制，具有极强的转换性目的。训练出的人工智能大模型的正常用途并非生成侵权内容，而是具有广阔的应用领域，对社会发展有积极意义。但大模型训练需要海量的高质量作品，并且作品需要具有丰富性、多样性。由于交易成本高、许可费堆积、许可意愿的有限性和选择性及公共利益考量等因素，市场机制难以有效实现资源合理配置。因此，有必要建立机器学习合理使用条款，来明确人工智能大模型训练中对作品使用的合法性，同时对人工智能输出端进行合理规范，以便更好地平衡著作权人、社会公众、人工智能大模型研发方等多重利益，促进个人创新、企业创新、社会创新，并鼓励著作权人与人工智能大模型研发者建立创新性的合作机制，在智能向善的原则下推动社会文化的繁荣发展和更美好生活的实现。
"张继贤, et al",2025,遥感智能变化检测的深度学习方法：演变与发展趋势.,测绘学报 54(8): 1347-1370,多模态遥感对地观测和深度学习技术的快速发展，拓展了遥感变化检测的数据维度和方法维度，为更加自动化、精细化和智能化的变化检测奠定了基础。本文聚焦深度学习的变化检测，面向变化特征表达和网络学习策略两个基本科学问题，详细梳理了变化检测研究的演变过程。变化特征表达层面，呈现4个方面的研究趋势，即局部、全局到时空联合特征表达，单一模态到多模态特征表达，轻量级模型到大模型特征表达，以及二值到多类别语义特征表达；网络学习层面，呈现全监督、弱/半监督到无监督变化检测的发展趋势。在此基础上，探讨了当前基于深度学习的变化检测所面临的挑战，并结合当前人工智能技术的发展趋势，指出了图文融合、生成式、人机协同模式3个发展方向，以期为理论方法及应用研究提供方向及思路，助力提升遥感变化检测的智能化能力与应用水平。
,,面向大语言模型的价值观对齐评测研究.,"张嘉程, et al.  数据分析与知识发现: 1-19",[目的]针对大语言模型价值观对齐评测体系碎片化、中国特色价值覆盖不足、深度评测数据稀缺及评测方法滞后等问题，构建面向大语言模型的价值观对齐评测方法与技术。[方法]提出价值规则、评测数据、智能技术三位一体的融合方法体系。在此框架下，设计“能力—任务—指标”三维评测体系，进行数据采集、增广与标注，构建深度评测数据集。最终结合预训练模型、指令微调与专家反馈，训练出价值观评测模型。[结果]构建的评测模型准确率为98.57%，实现了对大语言模型价值观对齐水平的自动化评测。实证结果表明，国产模型总体对齐度高于国外模型，但仍普遍存在红色文化语料不足、事实性与幻觉性虚假信息、意识形态淡化、过度审查及动态适应性弱等问题。[局限]研究主要面向文本型大语言模型，对多模态模型的适用性不足；同时，评测结果以高、中、低呈现，可解释性有待提升。[结论]本研究有助于健全具有中国特色的价值观对齐治理体系，保障大语言模型在安全、可信和可控的框架内健康发展，同时也为推动我国主流价值观在经济发展和社会治理中的有效落实提供技术支撑。
"张健, et al",2026,多模态遥感大模型研究进展与应用模式探讨.,航天返回与遥感 47(1): 30-47,遥感领域应用场景复杂，多模态数据融合是实现精准解译的必要手段。文章从多模态数据集、模态数据协同应用方法及典型案例三个维度梳理多模态遥感大模型研究现状。多模态遥感大模型能够深度挖掘多模态数据内在关系，但针对时空谱多维度融合研究仍显不足。文章提出一种跨时空谱多模态遥感大模型框架构想，以应用场景需求为引导，融合遥感数据与专家知识，对多模态信息在时间、空间与谱段维度进行协同约束与统一建模，为多模态遥感大模型精准解译场景与业务化应用提供新思路。
张健 and 沈思源,2025,生成式人工智能赋能高中地理学科核心素养培育的教学实践——以“陆地水”为例.,地理教学(24): 25-29,本文以上海版高中地理选择性必修1《自然地理基础》中“陆地水”主题为例，设计并实施融合生成式人工智能的教学案例，探究生成式人工智能融入高中地理课堂教学的方法。结合生成式人工智能的应用效果与实践反思，本文从生成式人工智能应用场景、角色与功能以及人工智能赋能地理学科核心素养培育三个方面提出建议：教师应明确生成式人工智能应用场景，实现教学环节全覆盖；厘清生成式人工智能的角色与功能定位，促进人机协同共教；正视生成式人工智能教学实施面临的多维度难题，明确后续优化突破方向。
"张金营, et al",2024,基于大语言模型的电力知识库智能问答系统构建与评价.,计算机科学 51(12): 286-292,"大语言模型是近年来自然语言处理领域的一个重大突破，已成为该领域研究的一种新范式。在金融、法律等垂直领域，基于FinGPT,ChatLaw等垂直领域大模型的智能问答系统，促进了大模型技术在相关领域的学术研究与应用落地。然而，由于电力领域缺乏相关的高质量数据，相关的大模型问答系统的构建工作遇到了较大阻碍。为了构建电力领域的智能问答系统，提出了基于大语言模型的电力知识库智能问答系统ChatPower。为了确保问答效果，ChatPower充分利用了电力管理各环节的数据。通过语义化理解，梳理和整合了大量的电力专业知识，精心设计和构建了一个较大规模的电力系统知识库。该知识库覆盖电力相关规章制度、安全生产管理体系以及发电设备故障知识等方面的内容。此外，通过参考检索到的电力知识，ChatPower显著缓解了问答中存在的模型幻觉问题，并在检索系统中引入了BM25检索、向量库检索与重排相结合的方法，有效降低了单纯依赖向量库检索的不准确性。同时，ChatPower结合基于大模型的提示工程技术，提升了对于规章制度类型问题生成回复的条理性。为了对问答系统进行评价，构建了一个电力知识问答的测试数据集，并对其进行了测试验证，测试结果表明：基于大语言模型的电力知识库问答系统ChatPower能够有效提升电力相关知识的检索和问答的准确性。"
张锦程 and 李瑞,2025,中国AI大模型自主创新的形成机制.,西安财经大学学报 38(6): 27-38,在全球人工智能技术竞争加剧与我国面临技术封锁的双重背景下，探索中国AI大模型自主创新形成机制具有重要理论与现实意义。以DeepSeek为典型案例，运用纵向单案例研究方法，基于战略管理和组织理论视角，将其发展过程划分为初创期、发展期和转型期三个阶段，构建“动因—过程—结果”分析框架，揭示其从量化投资跨界到通用人工智能的创新逻辑。结果发现，DeepSeek自主创新的主要特征体现为技术路径重构和商业模式变革，在外部情境、创始人特质和组织能力共同作用下，各阶段的技术路线和商业模式选择不断演变，最终形成了由探索式创新、组合创新向重构式创新的跨越。在讨论了长期主义的技术深耕、核心人物的引领作用等五大自主创新的关键要素后，提出三点政策启示，包括构建“开放、协同和包容”的创新生态、培育“市场驱动、组织敏捷和长期主义”的科技民营企业和打造“青年主导、潜力优先和跨界贯通”的人才培养体系。
"张锦雄, et al",2024,大语言模型在蛋白质设计中的应用综述.,基因组学与应用生物学 43(8): 1303-1320,"在蛋白质设计领域，人工智能技术的应用已经催生了一些大模型。蛋白质的计算设计是指利用计算机技术辅助确定蛋白质的氨基酸序列，实现预设的结构和功能的过程。基于计算的蛋白质设计可进行改造设计或从头设计。特定功能的蛋白质快速生成，对生物医学研究、药物开发和生物工程等领域的发展具有重要意义。本文首先从传统计算方法、机器学习方法和深度学习方法对蛋白质的计算设计进行了梳理概述，然后介绍大语言模型的核心架构Transformer,重点分类介绍了蛋白质大语言模型的研究应用，最后对未来的研究重点进行了展望。"
"张静, et al",2025,大模型增强知识图谱的构建与推理研究综述.,计算机科学与探索 19(11): 2855-2872,随着知识图谱（KG）在智能问答、推荐系统等领域的广泛应用，其规模化构建与高效推理的技术瓶颈日益凸显。传统人工与半自动化构建模式成本高昂，实体歧义消解、关系抽取准确率不足等问题导致图谱质量难以保障；知识稀疏性与推理规则复杂性限制了图谱推理的泛化能力。大模型（LLM）凭借强大的语义理解与上下文建模能力，为突破这些瓶颈提供了新路径，但目前相关技术缺乏系统性梳理，不同方法的适用场景与性能边界尚不清晰，因此，对现有的大模型增强知识图谱构建和推理的方法开展系统性综述。介绍了知识图谱和大模型相关的基础理论。聚焦知识抽取、自动化构建、知识补全与推理四类核心任务，剖析现有方法：知识抽取中，对比基于大模型的零样本知识抽取与微调领域适配抽取；自动化构建方面，梳理大模型驱动的本体自动生成、图谱迭代更新技术；知识补全方面，总结了借助大模型生成伪三元组、提示规划上下文与结合外部检索机制的方法；推理任务中，分析了基于大模型的静态增强推理和主动规划推理技术。介绍了该研究在医疗、教育等领域的典型应用场景，梳理了支撑相关研究的中英文通用和垂直领域知识图谱数据集资源。针对现存方法的局限性提出了未来研究方向。
"张君冬, et al",2025,以模治模：基于生成式人工智能的失真健康信息识别.,情报杂志 44(5): 130-138,[研究目的]基于大语言模型，提出一种分层分步的细粒度失真健康信息识别方法，缓解生成式人工智能背景下失真健康信息带来的危害。[研究方法]抽取健康文本中的关键信息元素并进行整合，形成简洁清晰的主张文本；再将主张文本分解为多个可验证的子主张，同时利用大模型自带的内部知识和搜索引擎，对每个子主张进行验证，根据子主张验证结果，对原始健康文本进行失真程度分类；最后通过实验评估来验证方法的有效性。[研究结果/结论]实验结果表明，该研究提出的方法在准确率、精确率和召回率上均显著优于CNN、RNN、ChatGPT-Zero-Shot等方法，同时可有效减轻利用大模型直接识别失真信息产生的要点遗漏、事实幻觉问题。该研究为AIGC时代下失真健康信息的识别提供了一种新的路径，对后续失真信息治理具有重要意义。
"张君冬, et al",2024,AIGC赋能中医古籍活化：Huang-Di大模型的构建.,图书馆论坛 44(10): 103-112,目前中医界已构建大量的古籍资源库，然而数字化研究仍以文献扫描整理、浏览检索等浅层知识服务的实现为主，生成式AI的发展为中医古籍数字化研究提供了新的机遇。文章在Ziya-LLaMA-13B-V1开源模型基础上，通过继续预训练、有监督微调、DPO优化的全流程训练步骤，构建中医古籍生成式对话大语言模型，最后通过自动评估和人工评估验证了其在中医古籍领域的优异性能。自动评估结果表明：训练损失函数成功收敛，各对话类目下BLEU、ROUGE指标值均偏低，侧面反映出该模型具备强大的领域创造力。人工评估结果显示：该模型在古籍知识问答方面性能显著优于现有的中医药垂直领域两类模型，较优于通义千问，部分类目如预防养生的回答能力与ChatGPT (gpt-4)相比略有不足。本研究突破中医古籍数字化固有的研究模式，实现了古籍资源的深度融合与利用，可满足古籍知识解答、中医问诊、养生保健等多元化的知识服务。
